id,Birth date,Native city,Gender,Wave id,Level,Heard about school from,Life status,day_00,day_01,day_02,day_03,day_04,day_05,day_06,day_07,day_08,day_09,day_10,day_11,day_12,day_13,evalexpr,match_n_match,bsq,rush_00,rush_01,rush_02,exam_00,exam_01,exam_02,exam_final,Contract termination date,Memory entrance game,Logic entrance game,contract_status
691646606,1998-11-11,Рязань,male,3,2.862068965517241,vk_ads,study,80,0,,50,5,5,70,10,0,0,50,5,20,0,0,0,0,120,0,100,0,27,27,18,,7,11,1
175525831,1991-01-29,Москва,male,3,4.7967914438502675,from_friends,work,10,,10,10,10,10,20,10,0,6,0,5,27,30,0,0,0,0,0,0,0,6,11,22,,8,10,1
1567594286,1998-01-28,Москва,male,3,4.192513368983957,,,12,17,0,50,0,1,20,30,0,3,0,8,0,22,0,0,0,100,0,0,,33,33,31,,8,11,1
1227783406,1999-07-30,деревня Дрожжино,female,3,4.18716577540107,from_friends,study,0,0,0,25,0,1,20,0,0,0,20,0,0,20,0,60,0,,0,0,0,0,32,18,,6,11,1
185340619,1996-05-15,Москва,male,3,4.67379679144385,from_21_student,study,0,0,0,45,0,0,70,0,0,0,20,0,0,0,100,60,0,,0,0,0,38,75,40,,7,10,0
1168495383,1992-01-03,Москва,male,2,9.063037249283667,other,work,12,0,0,10,5,1,0,0,0,25,60,13,20,10,,,0,0,0,0,50,27,59,36,,7,16,1
163950266,1987-01-03,Нягань,female,3,4.898395721925134,from_friends,study,55,40,0,15,60,20,20,30,0,,45,13,0,25,,100,0,120,0,0,60,32,27,40,,9,10,1
290601561,1999-12-02,Москва,male,3,5.245283018867925,,,5,,80,57,0,5,0,20,1,0,55,21,20,50,45,100,0,105,0,0,0,38,64,45,,7,14,1
762622449,1994-10-18,Чебоксары,male,3,2.889655172413793,other,study,70,,0,25,10,5,0,0,0,0,0,13,0,0,0,0,0,115,0,0,0,11,33,31,,13,14,1
1213095047,2000-08-27,Обнинск,male,3,4.229946524064171,from_friends,study,10,0,0,0,,1,0,0,0,17,10,5,0,0,0,0,0,0,0,0,0,27,16,17,,8,12,1
278710311,1990-04-08,Москва,male,2,5.919811320754717,,,5,0,10,0,0,0,0,0,0,0,0,13,0,0,1,,0,100,0,0,0,16,32,36,,7,12,1
622362870,2000-07-17,Якутск,male,2,3.036363636363636,,,17,0,65,25,40,7,20,0,0,0,20,5,10,0,0,,0,0,0,0,60,59,48,45,,8,14,1
1807395200,1996-05-31,Москва,male,2,1.546875,,,0,0,0,,5,0,0,0,0,0,0,5,0,0,0,0,0,100,100,,0,0,43,40,,8,10,1
734939585,1993-06-27,Новочебоксарск,male,3,4.192513368983957,other,study,5,15,0,25,,2,70,20,0,8,50,7,0,0,0,0,0,120,0,100,0,54,59,22,,8,10,1
1951151198,1994-08-20,Москва,male,1,7.6286764705882355,,,65,,30,65,50,5,100,100,10,34,40,13,35,0,-42,0,0,5,0,0,100,95,85,54,,10,14,1
922895096,1995-03-23,Челябинск,male,3,7.757352941176471,vk_ads,study,10,55,20,50,0,5,0,0,70,24,50,13,0,60,100,100,0,0,0,0,0,49,43,45,,8,14,1
1970979838,1993-04-08,Красноярск,male,2,8.292207792207792,yandex_ads,work,80,0,0,57,60,2,100,40,0,18,30,5,0,50,0,0,10,120,0,0,60,43,59,40,,7,12,1
1322882291,1998-05-28,Москва,male,1,7.150735294117647,,,50,,-42,100,30,15,20,0,10,0,10,0,0,10,0,,0,0,,0,95,80,75,54,,7,12,1
784467446,1998-09-21,Москва,female,4,4.759358288770054,other,study,0,0,0,30,0,0,70,0,0,0,40,21,0,10,0,0,100,0,,,70,22,32,36,,8,11,1
1142255989,1993-05-27,Moscow,male,1,5.0,,,100,0,35,40,55,1,0,20,0,17,50,29,27,30,0,0,0,120,59,0,100,64,80,40,,9,10,0
1540086590,1999-06-04,Омск,male,1,8.142857142857142,,,15,,17,25,65,0,20,0,0,3,35,9,17,0,0,0,0,0,0,,0,27,64,45,,6,10,1
614920839,1994-05-20,Moscow,male,1,8.185064935064934,other,study,5,,0,5,5,5,70,0,0,0,20,0,0,0,0,100,0,120,0,0,55,32,38,27,,7,11,1
1283231709,2000-08-11,Жуковский,male,2,7.014705882352941,from_21_student,study,0,0,0,0,0,0,0,0,0,,20,0,0,0,0,,0,0,,,,27,0,31,,7,10,1
97066342,1997-01-15,"Республика Дагестан, г. Махачкала",male,3,2.0827586206896553,from_friends,other,20,,0,15,0,20,70,0,0,0,20,,0,10,0,0,0,120,0,0,30,16,27,36,,8,12,0
1453921921,1999-04-28,Саратов,female,2,7.551470588235294,from_friends,study,5,0,0,50,0,1,20,20,0,0,40,0,0,25,0,0,0,0,0,0,80,70,70,36,,8,11,1
1996790681,2000-06-09,Северодвинск,female,2,8.704545454545455,from_friends,other,27,0,0,15,40,10,20,50,15,0,40,0,0,40,90,0,0,0,0,0,0,65,75,36,,7,17,1
1334023898,1988-01-25,Москва,male,3,1.734375,,,70,37,35,30,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,9,,8,11,0
1210379006,2000-02-28,с. Учкекен,male,3,4.149732620320855,from_friends,study,0,,0,5,0,5,20,0,0,10,,0,0,0,0,,0,0,0,,0,0,32,9,,7,10,1
1874849458,1999-05-10,Сыктывкар,male,3,4.855614973262032,facebook_ads,study,10,0,0,35,0,1,20,60,20,29,50,42,35,30,0,60,0,0,0,110,75,59,65,35,,7,10,1
567288175,1996-09-27,Магас,male,1,12.795275590551181,,,100,,30,80,85,70,20,0,10,52,0,50,0,50,0,100,0,120,0,0,100,59,55,40,,8,11,1
1732448192,1998-10-04,Уфа,male,3,3.6666666666666665,from_friends,study,5,0,15,20,40,1,0,0,0,0,0,13,20,45,0,100,0,0,0,0,75,22,38,35,,8,10,1
1673476918,1989-08-11,Москва,male,3,6.395833333333333,from_friends,work,10,0,0,25,50,35,,30,0,0,50,25,0,40,0,0,0,100,0,0,0,11,33,40,,7,9,1
533236067,1992-04-18,Брянск,female,1,7.948529411764706,,,2,,0,5,85,1,20,20,0,0,50,46,0,0,0,100,0,120,,0,0,32,48,36,,10,10,1
649319138,1999-07-04,Москва,male,1,5.580188679245283,,,95,100,50,30,10,0,70,0,0,0,40,5,10,30,0,0,0,0,0,,80,0,64,36,,9,18,0
1742341959,1997-06-23,Санкт-Петербург,male,1,7.290441176470588,,,100,100,0,25,,5,0,0,0,0,50,9,,,0,0,0,,0,0,30,27,16,18,,7,6,1
454294421,1999-10-09,Ижевск,male,1,11.926339285714286,,,5,,0,0,0,2,20,0,0,0,0,0,0,0,98,0,0,10,100,0,100,59,70,54,,11,11,1
1021968662,1988-01-07,Москва,female,1,7.106617647058823,,,85,30,0,30,10,2,0,35,0,0,20,5,0,45,0,0,0,120,0,,65,43,54,40,,9,15,1
653093528,1996-01-05,Москва,male,3,5.84433962264151,yandex_ads,study,30,,35,40,50,0,70,10,0,0,30,5,0,0,0,0,0,120,0,0,0,,48,27,,8,14,1
754005279,1988-12-27,Москва,male,1,4.171122994652406,,,0,,0,15,50,0,0,0,,0,40,17,10,0,0,86,0,120,0,0,90,38,64,36,,8,11,0
265723206,1994-02-05,Москва,male,1,7.772058823529412,,,5,0,0,5,70,1,100,30,0,0,0,21,0,0,5,100,0,60,0,0,20,48,50,44,,9,16,1
1391421129,2000-12-17,Чебоксары,male,3,4.117647058823529,google_ads,study,20,0,0,0,0,1,20,,0,0,50,10,0,0,0,0,0,0,0,0,0,16,33,0,,7,12,1
1665482920,1990-11-02,Москва,male,2,6.158333333333333,yandex_ads,work,0,0,0,5,0,15,0,0,0,0,10,15,0,0,100,0,0,110,,0,0,17,27,22,,8,7,1
1469581442,1993-09-28,"МО, Истринский район, д.Черная",male,2,5.660377358490566,,,0,,0,25,0,0,20,40,0,19,35,5,35,30,100,0,0,0,0,0,45,54,64,45,,8,14,1
1045871547,1999-05-26,Москва,female,3,4.176470588235294,other,study,5,0,0,15,0,1,0,15,0,10,0,0,27,0,0,0,0,120,0,,20,16,1,13,,7,6,1
809439734,1992-08-13,с. Виноградное,male,1,7.959558823529412,,,5,,35,0,0,1,20,0,0,29,10,25,20,0,0,0,0,120,100,0,0,16,27,31,,8,12,1
2092189240,1989-09-30,Moscow,male,1,9.739255014326648,,,100,,80,100,10,3,20,0,40,30,40,21,-42,55,0,100,0,0,0,0,0,80,75,54,,8,15,1
527320702,1999-09-29,Москва,male,3,4.122994652406417,from_21_student,study,10,0,0,30,10,0,-42,0,0,0,0,0,0,0,100,73,0,,0,0,0,32,48,31,,7,13,1
14027345,1999-05-06,Уфа,male,3,7.790441176470588,from_friends,study,40,,10,15,40,1,20,10,10,0,30,-42,27,40,5,100,0,120,0,0,65,,64,45,,9,11,1
1681869892,1997-08-03,Москва,male,1,7.352941176470588,,,0,0,0,50,0,3,20,30,0,26,0,0,0,0,0,0,0,0,0,0,60,32,17,31,,8,13,1
2007513030,1999-05-30,Москва,female,2,8.866883116883116,from_parents,study,5,0,50,50,10,25,100,0,0,19,40,5,0,20,0,60,0,0,,0,75,48,64,35,,9,17,1
1155917193,1979-08-13,Долгопрудный,male,3,5.962264150943396,other,work,70,70,0,80,5,70,100,50,40,15,40,21,35,30,0,0,0,60,0,0,100,48,70,54,2019-12-15T21:00:00+03:00,8,10,0
1363191989,1983-01-18,Санкт-Петербург,male,3,4.780748663101605,facebook_ads,work,10,10,0,25,0,10,20,30,0,0,0,21,20,25,0,100,0,115,0,0,0,16,38,27,,9,10,1
1812212927,1997-01-23,Москва,male,3,4.208556149732621,from_friends,study,0,0,0,65,0,30,0,40,1,35,20,13,0,45,0,0,0,120,0,0,75,64,70,45,,9,19,1
102098688,1996-12-19,Москва,female,3,4.064171122994653,vk_ads,study,0,0,0,7,0,0,0,0,0,9,50,0,0,0,0,73,0,,0,0,0,0,22,17,,10,12,1
133215263,1999-07-18,Москва,female,2,4.502673796791444,,,35,10,0,0,10,1,0,15,0,0,20,5,20,0,0,,0,100,,0,0,22,38,22,,7,12,1
1270965067,2000-05-20,Москва,male,1,8.766233766233766,,,75,,20,25,85,60,70,0,0,26,0,33,27,0,0,100,0,10,0,0,95,44,75,40,,7,12,1
90044360,2000-09-01,р.п. Панино,female,3,4.957219251336898,vk_ads,study,50,0,0,32,5,10,60,20,0,12,45,9,35,0,0,,0,120,,0,0,16,32,36,,8,12,1
1547071032,2001-06-10,Москва,male,3,4.737967914438503,vk_ads,study,55,0,0,10,5,1,35,30,10,9,0,13,0,0,100,100,0,0,0,0,0,17,64,27,,7,14,1
2038320595,1995-04-18,Новосибирск,female,3,4.882352941176471,from_friends,work,10,0,0,15,50,5,0,15,0,0,40,19,20,25,0,100,0,120,0,75,0,22,27,27,,7,10,1
1395103221,1998-01-29,Королёв,male,1,5.504716981132075,vk_ads,other,0,,20,52,85,10,0,0,0,26,0,5,0,40,100,60,0,10,0,0,80,59,70,36,2019-07-01T21:00:00+03:00,14,18,1
1273377401,2000-07-19,Moscow,male,1,12.635826771653543,,,0,,0,30,5,1,0,0,40,9,30,5,0,0,100,100,0,0,0,0,100,65,70,40,,10,15,1
1979436252,1990-07-01,Москва,male,1,8.905844155844155,,,0,,50,5,10,44,100,20,0,12,35,13,35,30,0,100,5,10,100,0,100,59,48,36,,7,11,1
1715911687,1985-10-13,Москва,female,2,6.295833333333333,,,5,,0,15,5,15,0,0,0,0,0,0,0,0,,,,0,,0,50,0,59,13,,7,10,1
769827846,1994-01-19,с. Кудиново,male,1,9.103151862464184,,,10,,10,40,20,5,0,0,0,18,10,9,20,10,70,100,0,10,0,0,0,0,48,18,,8,11,1
2055118194,1986-01-25,Москва,male,1,7.007352941176471,,,0,,0,20,10,0,0,0,0,0,45,0,0,0,100,100,0,10,0,0,80,32,33,26,,13,15,1
244508210,1998-10-15,Москва,female,3,8.383116883116884,other,study,10,0,0,65,0,2,0,30,0,38,0,5,0,30,80,0,0,120,0,0,0,32,80,40,,9,16,1
1313268759,1987-01-08,д. Ледово ,male,3,4.192513368983957,other,other,30,20,20,30,0,15,35,30,0,0,40,19,0,15,0,100,0,120,0,0,0,27,32,27,,6,10,1
271108647,1990-05-29,Москва,male,3,4.101604278074866,vk_ads,work,20,10,0,20,30,1,70,40,0,0,50,0,0,30,0,0,0,0,0,0,0,32,38,40,,7,15,1
1710214842,1995-06-05,Москва,male,1,11.765625,,,0,,0,0,10,0,100,0,0,6,10,15,35,30,0,60,0,60,0,0,15,32,33,36,,7,11,1
1659718046,1988-11-26,Москва,male,3,4.754010695187166,from_21_student,work,75,0,0,27,0,2,0,20,0,0,0,21,0,20,0,0,0,120,0,100,0,48,43,36,,8,10,1
1216108239,1998-05-06,Балашиха,male,2,4.5133689839572195,other,study,0,,0,40,20,1,20,0,0,12,10,0,10,0,0,,0,0,0,0,0,43,59,40,,7,7,1
1529304374,1989-10-29,Москва,male,2,3.993939393939394,from_friends,work,0,,0,60,20,1,20,20,0,34,45,0,0,0,,0,5,0,42,0,0,22,43,31,2019-12-17T21:00:00+03:00,8,10,0
1934326522,1999-01-01,Волгоград,female,1,13.885217391304348,,,65,85,20,50,10,2,100,10,0,9,15,13,35,10,100,60,0,120,0,0,70,33,27,22,,7,17,1
1618406968,1992-03-07,Электросталь,male,1,11.915178571428571,,,100,,72,100,20,5,20,0,0,0,0,5,0,25,0,0,0,0,0,0,0,38,64,26,,8,11,1
538038274,1983-04-02,Долгопрудный,male,3,4.048128342245989,other,work,20,,0,0,5,15,0,0,0,6,50,0,0,0,0,100,0,0,0,0,0,48,70,58,,7,11,1
1903117248,2001-09-06,Москва,female,2,5.3584905660377355,from_friends,study,7,0,0,30,10,1,0,0,0,19,20,21,20,40,0,20,0,0,0,0,0,43,48,13,,7,7,1
1070148718,1997-08-21,Москва,male,2,8.737012987012987,,,10,0,50,5,10,2,0,30,0,31,,31,0,30,0,40,0,0,0,0,30,33,48,27,,7,13,1
813959801,1994-10-14,Москва,female,3,0.9469026548672567,other,other,5,20,0,5,0,5,35,0,0,0,30,9,0,10,0,,0,0,,0,0,0,6,18,,7,10,0
751544017,2001-11-09,п. Вернетемерницкий,male,3,4.598930481283422,,,0,0,-42,10,55,9,0,15,0,0,0,15,0,0,93,100,30,120,0,0,0,32,22,22,,7,11,1
1848965712,1997-09-19,Краснодар,female,3,5.683962264150943,from_friends,study,50,40,0,50,0,5,100,0,0,22,20,74,0,30,25,100,0,10,42,0,75,43,59,40,,7,7,1
1478349494,1984-06-05,Москва,female,3,6.55,from_friends,work,10,,35,20,50,0,0,-42,0,17,20,5,0,0,0,0,0,0,0,0,60,27,27,36,,8,12,1
234149868,1995-08-06,Москва,male,1,1.7109375,vk_ads,other,0,,0,40,0,10,0,10,0,0,0,15,0,0,0,60,0,120,,0,0,16,11,18,2019-05-19T21:00:00+03:00,8,13,0
1166790172,2001-03-24,г. Новоаннинский,male,3,4.2727272727272725,from_parents,study,15,0,,30,20,0,35,,0,15,50,21,0,10,0,100,0,120,0,,70,0,65,45,,8,7,1
1569240047,1995-01-29,Липецк,male,3,6.529166666666667,from_friends,study,40,10,80,15,40,10,0,35,10,31,40,21,35,60,0,0,90,120,0,0,0,43,75,22,,8,10,0
970801122,1985-04-02,Мытищи,male,3,4.67379679144385,google_ads,other,20,,32,15,0,10,20,0,0,0,40,11,20,0,0,0,0,120,0,0,0,11,16,36,,8,7,1
1821191195,1989-02-21,Радужный ,female,2,4.834224598930481,from_friends,work,10,45,0,50,60,0,0,0,0,12,50,5,0,10,0,0,0,0,96,0,70,59,80,58,,8,9,1
675993674,1997-03-25,Иркутск,male,3,3.6787878787878787,other,study,15,,0,30,50,60,0,0,-42,0,20,21,35,30,0,0,0,5,0,0,0,59,100,62,,8,14,1
1237186288,1999-02-19,Москва ,male,2,8.613636363636363,from_parents,work,10,,0,65,60,3,20,35,0,0,35,21,0,,0,100,0,120,0,,0,80,64,45,,8,14,1
1453272162,1996-03-23,"р-н Кимрски, дер. Абрамово",female,3,4.770053475935828,from_21_student,work,5,30,0,15,50,10,0,0,0,0,20,15,0,0,,0,null,,0,,0,16,16,18,,7,9,1
1813709403,1988-04-14,Москва,male,3,5.254716981132075,other,work,10,,65,65,20,35,100,30,40,31,20,29,0,0,100,0,0,0,0,0,0,43,43,40,,7,7,1
1631050703,1994-01-14,Самара,female,3,4.117647058823529,from_21_student,work,30,,0,25,10,1,20,40,0,3,10,5,20,40,0,60,0,0,0,0,0,0,43,40,,9,6,1
440411366,1996-10-25,Moscow,male,1,7.474264705882353,,,17,,0,0,0,5,20,,0,0,0,0,0,0,0,0,0,0,96,0,40,27,,18,,8,11,1
1765180800,1990-06-06,Москва,male,1,2.0551724137931036,,,100,0,22,10,0,2,70,20,0,8,0,0,0,0,0,0,0,0,0,0,0,16,32,22,,7,11,0
2054605942,1992-02-15,Реутов,male,1,3.703030303030303,,,65,80,20,30,5,15,20,0,0,3,50,5,10,30,0,0,0,0,0,0,60,48,43,45,2019-11-13T21:00:00+03:00,8,12,0
225023434,1999-02-09,Москве,male,1,9.673352435530086,,,70,,50,40,0,1,20,0,0,6,30,0,0,0,0,0,0,0,80,0,0,1,17,13,,9,7,1
250152871,1994-07-30,Екатеринбург,male,1,8.2012987012987,,,30,,0,65,10,0,0,30,1,18,35,40,35,30,0,100,0,120,0,0,0,0,59,40,,8,10,1
